1990-04-10,3047
1990-04-11,1811
1990-04-14,3084
1990-04-17,0197
1990-04-18,2662
1990-04-21,7767
1990-04-22,8015
1990-04-25,2986
1990-04-28,2580
1990-04-29,5850
1990-05-02,6729
1990-05-05,3616
1990-05-06,7670
1990-05-09,3508
1990-05-10,3618
1990-05-13,0036
1990-05-16,9793
1990-05-17,2045
1990-05-20,9386
1990-05-23,6431
1990-05-24,7415
1990-05-27,4627
1990-05-28,0158
1990-05-31,5480
1990-06-03,5203
1990-06-04,4291
1990-06-07,4218
1990-06-10,6350
1990-06-11,3263
1990-06-14,5726
1990-06-15,4759
1990-06-18,5111
1990-06-21,0832
1990-06-22,1620
1990-06-25,3673
1990-06-28,3081
1990-06-29,3274
1990-07-02,1010
1990-07-03,1919
1990-07-06,1511
1990-07-09,1499
1990-07-10,7409
1990-07-13,6935
1990-07-16,2500
1990-07-17,5686
1990-07-20,0206
1990-07-21,7869
1990-07-24,9785
1990-07-27,4286
1990-07-28,8729
1990-07-31,2745
1990-08-03,8394
1990-08-04,1000
1990-08-07,5214
1990-08-08,3424
1990-08-11,2604
1990-08-14,9740
1990-08-15,3247
1990-08-18,0176
1990-08-21,8055
1990-08-22,8916
1990-08-25,1372
1990-08-26,0988
1990-08-29,6601
1990-09-01,9787
1990-09-02,6984
1990-09-05,9511
1990-09-08,3198
1990-09-09,9124
1990-09-12,6574
1990-09-13,1239
1990-09-16,9096
1990-09-19,0185
1990-09-20,4705
1990-09-23,9061
1990-09-26,7498
1990-09-27,3673
1990-09-30,4049
1990-10-01,1181
1990-10-04,6954
1990-10-07,5762
1990-10-08,4553
1990-10-11,7168
1990-10-14,0630
1990-10-15,4768
1990-10-18,3383
1990-10-19,1104
1990-10-22,3540
1990-10-25,8856
1990-10-26,8815
1990-10-29,2662
1990-11-01,2415
1990-11-02,2214
1990-11-05,0273
1990-11-06,0661
1990-11-09,5110
1990-11-12,0853
1990-11-13,9434
1990-11-16,7276
1990-11-19,1787
1990-11-20,7194
1990-11-23,4452
1990-11-24,3879
1990-11-27,7135
1990-11-30,2536
1990-12-01,6892
1990-12-04,7282
1990-12-07,4676
1990-12-08,8234
1990-12-11,4319
1990-12-12,8099
1990-12-15,1799
1990-12-18,9672
1990-12-19,7377
1990-12-22,3975
1990-12-25,5363
1990-12-26,7800
1990-12-29,9276
1990-12-30,6313
1991-01-02,2927
1991-01-05,0802
1991-01-06,1887
1991-01-09,8923
1991-01-12,9038
1991-01-13,2556
1991-01-16,4492
1991-01-17,2569
1991-01-20,6473
1991-01-23,3014
1991-01-24,8225
1991-01-27,8200
1991-01-30,1645
1991-01-31,8053
1991-02-03,0755
1991-02-04,7365
1991-02-07,4872
1991-02-10,5732
1991-02-11,3148
1991-02-14,4629
1991-02-17,4886
1991-02-18,0852
1991-02-21,2445
1991-02-22,0526
1991-02-25,3966
1991-02-28,3979
1991-03-01,3755
1991-03-04,8486
1991-03-07,7443
1991-03-08,1834
1991-03-11,5946
1991-03-12,6020
1991-03-15,2935
1991-03-18,0885
1991-03-19,0120
1991-03-22,5001
1991-03-25,4887
1991-03-26,1346
1991-03-29,9608
1991-03-30,7976
1991-04-02,8898
1991-04-05,3100
1991-04-06,4852
1991-04-09,3743
1991-04-12,6743
1991-04-13,3354
1991-04-16,7434
1991-04-17,7470
1991-04-20,0994
1991-04-23,1568
1991-04-24,4504
1991-04-27,2619
1991-04-30,8510
1991-05-01,5020
1991-05-04,3212
1991-05-05,5207
1991-05-08,6448
1991-05-11,6993
